publication_date,day,month,year
11/28/2006,28,11,2006
4/21/1992,21,4,1992
2/15/1992,15,2,1992
10/17/2006,17,10,2006
1/30/2007,30,1,2007
12/1/2004,1,12,2004
8/1/1991,1,8,1991
11/29/2005,29,11,2005
2/7/2006,7,2,2006
6/27/1950,27,6,1950
1/21/2009,21,1,2009
5/25/2000,25,5,2000
1/1/1981,1,1,1981
9/26/2002,26,9,2002
9/14/2004,14,9,2004
7/2/1998,2,7,1998
1/30/2003,30,1,2003
4/15/2003,15,4,2003
12/31/2002,31,12,2002
12/30/2002,30,12,2002
2/21/1995,21,2,1995
3/1/2000,1,3,2000
10/1/2002,1,10,2002
11/1/1999,1,11,1999
11/1/1984,1,11,1984
4/25/1995,25,4,1995
11/19/2006,19,11,2006
5/12/2005,12,5,2005
1/23/2001,23,1,2001
10/1/1998,1,10,1998
2/1/2006,1,2,2006
8/31/2004,31,8,2004
7/26/2005,26,7,2005
8/12/1986,12,8,1986
11/3/2003,3,11,2003
11/1/2000,1,11,2000
11/28/2006,28,11,2006
3/12/1986,12,3,1986
1/1/1993,1,1,1993
4/5/2007,5,4,2007
3/2/2004,2,3,2004
10/18/1999,18,10,1999
12/1/2005,1,12,2005
9/4/2001,4,9,2001
5/3/2002,3,5,2002
1/4/2006,4,1,2006
1/11/2005,11,1,2005
11/7/2006,7,11,2006
2/24/2003,24,2,2003
7/22/1996,22,7,1996
4/5/2005,5,4,2005
1/1/2006,1,1,2006
3/7/2006,7,3,2006
10/1/2005,1,10,2005
10/1/1988,1,10,1988
10/9/1995,9,10,1995
2/28/2001,28,2,2001
4/1/2008,1,4,2008
3/1/2006,1,3,2006
1/29/1993,29,1,1993
8/26/2003,26,8,2003
1/1/1965,1,1,1965
11/3/2003,3,11,2003
5/1/2003,1,5,2003
11/27/2001,27,11,2001
10/22/2001,22,10,2001
3/1/2003,1,3,2003
5/27/1990,27,5,1990
9/4/2006,4,9,2006
10/5/1995,5,10,1995
11/1/1993,1,11,1993
7/1/1993,1,7,1993
9/13/2005,13,9,2005
6/1/2004,1,6,2004
2/8/2004,8,2,2004
7/1/2004,1,7,2004
9/1/1995,1,9,1995
9/7/2004,7,9,2004
9/1/2003,1,9,2003
9/13/1994,13,9,1994
8/27/1996,27,8,1996
7/4/2006,4,7,2006
11/3/2009,3,11,2009
3/1/1984,1,3,1984
2/1/2000,1,2,2000
11/8/2005,8,11,2005
1/2/2007,2,1,2007
1/15/1997,15,1,1997
1/12/1955,12,1,1955
1/26/2005,26,1,2005
10/15/1996,15,10,1996
10/11/2005,11,10,2005
4/16/2001,16,4,2001
1/30/2003,30,1,2003
11/21/2006,21,11,2006
7/22/1999,22,7,1999
8/29/2006,29,8,2006
5/10/2007,10,5,2007
10/1/2005,1,10,2005
5/11/2004,11,5,2004
7/1/1997,1,7,1997
12/1/1996,1,12,1996
10/31/2006,31,10,2006
3/9/1993,9,3,1993
6/20/2000,20,6,2000
5/6/2004,6,5,2004
1/7/2003,7,1,2003
7/7/2003,7,7,2003
6/2/2004,2,6,2004
4/24/2003,24,4,2003
1/1/2007,1,1,2007
1/18/2007,18,1,2007
4/10/2003,10,4,2003
9/1/2006,1,9,2006
12/22/1999,22,12,1999
2/1/1996,1,2,1996
5/5/2005,5,5,2005
2/1/1990,1,2,1990
8/28/2002,28,8,2002
10/25/1999,25,10,1999
7/1/2004,1,7,2004
3/15/2000,15,3,2000
5/14/2002,14,5,2002
1/3/2006,3,1,2006
10/16/2001,16,10,2001
3/11/1997,11,3,1997
1/14/2003,14,1,2003
5/6/2001,6,5,2001
12/1/2004,1,12,2004
10/25/2005,25,10,2005
2/1/2006,1,2,2006
9/4/2007,4,9,2007
2/16/1999,16,2,1999
1/30/2003,30,1,2003
1/16/2007,16,1,2007
9/1/2006,1,9,2006
9/4/2001,4,9,2001
2/1/1998,1,2,1998
12/15/2004,15,12,2004
1/2/1990,2,1,1990
8/1/2002,1,8,2002
6/30/2004,30,6,2004
7/1/1989,1,7,1989
12/16/2004,16,12,2004
3/2/2004,2,3,2004
7/12/1991,12,7,1991
10/17/2006,17,10,2006
10/10/2005,10,10,2005
10/10/2006,10,10,2006
7/1/1998,1,7,1998
9/5/2006,5,9,2006
4/26/2005,26,4,2005
5/1/1994,1,5,1994
9/5/2005,5,9,2005
4/7/2004,7,4,2004
6/27/2006,27,6,2006
3/8/2005,8,3,2005
8/2/2001,2,8,2001
11/1/2005,1,11,2005
2/22/1999,22,2,1999
4/4/2006,4,4,2006
11/11/1999,11,11,1999
7/25/2006,25,7,2006
4/5/2005,5,4,2005
1/6/2004,6,1,2004
10/12/1987,12,10,1987
11/1/2000,1,11,2000
3/17/1995,17,3,1995
1/1/2006,1,1,2006
9/1/2002,1,9,2002
9/30/2003,30,9,2003
12/1/1998,1,12,1998
11/29/2009,29,11,2009
9/1/2006,1,9,2006
12/18/2003,18,12,2003
1/1/2002,1,1,2002
11/23/2006,23,11,2006
11/6/2001,6,11,2001
6/1/2003,1,6,2003
6/17/2005,17,6,2005
4/1/2003,1,4,2003
5/1/2001,1,5,2001
11/15/2005,15,11,2005
9/12/1983,12,9,1983
1/6/1987,6,1,1987
1/23/2001,23,1,2001
1/28/2003,28,1,2003
4/3/2001,3,4,2001
3/11/1994,11,3,1994
2/1/1991,1,2,1991
4/6/2006,6,4,2006
12/3/2002,3,12,2002
10/1/2006,1,10,2006
12/17/2006,17,12,2006
5/11/2004,11,5,2004
2/5/2004,5,2,2004
10/31/2006,31,10,2006
4/5/2004,5,4,2004
3/12/1988,12,3,1988
3/7/2017,7,3,2017
11/1/1995,1,11,1995
9/1/1996,1,9,1996
9/25/2006,25,9,2006
8/1/1991,1,8,1991
3/14/2006,14,3,2006
1/4/2003,4,1,2003
1/11/2006,11,1,2006
4/1/2005,1,4,2005
9/1/2005,1,9,2005
10/1/2002,1,10,2002
5/31/2002,31,5,2002
1/1/2001,1,1,2001
12/26/2006,26,12,2006
9/25/2003,25,9,2003
10/28/2003,28,10,2003
8/15/2006,15,8,2006
1/28/2003,28,1,2003
10/11/2005,11,10,2005
7/1/2008,1,7,2008
6/19/2000,19,6,2000
3/28/1999,28,3,1999
4/1/2000,1,4,2000
6/6/2000,6,6,2000
9/11/2001,11,9,2001
11/21/1971,21,11,1971
4/1/1999,1,4,1999
1/3/2002,3,1,2002
11/15/2006,15,11,2006
5/9/1997,9,5,1997
9/16/2002,16,9,2002
4/6/1998,6,4,1998
12/5/2006,5,12,2006
6/14/2005,14,6,2005
10/1/1996,1,10,1996
8/30/2005,30,8,2005
11/1/2001,1,11,2001
2/1/2004,1,2,2004
3/15/1990,15,3,1990
12/8/1997,8,12,1997
1/1/2004,1,1,2004
10/22/1998,22,10,1998
9/1/2003,1,9,2003
5/11/2004,11,5,2004
10/4/2000,4,10,2000
8/31/2003,31,8,2003
7/29/2003,29,7,2003
9/5/2000,5,9,2000
11/14/2006,14,11,2006
8/10/2004,10,8,2004
8/5/2003,5,8,2003
10/5/2005,5,10,2005
3/25/1970,25,3,1970
11/1/1995,1,11,1995
11/20/2001,20,11,2001
3/23/2005,23,3,2005
4/1/2005,1,4,2005
12/29/1998,29,12,1998
9/15/1998,15,9,1998
4/21/2015,21,4,2015
9/10/2002,10,9,2002
10/4/2006,4,10,2006
8/23/2005,23,8,2005
5/25/2000,25,5,2000
8/1/2006,1,8,2006
11/29/1989,29,11,1989
2/4/1997,4,2,1997
3/13/2007,13,3,2007
4/30/1987,30,4,1987
10/1/2004,1,10,2004
11/19/2002,19,11,2002
9/28/2004,28,9,2004
3/20/2001,20,3,2001
1/26/1999,26,1,1999
9/10/1998,10,9,1998
7/3/1995,3,7,1995
6/5/2007,5,6,2007
11/14/2006,14,11,2006
9/1/1997,1,9,1997
1/31/1995,31,1,1995
8/1/2004,1,8,2004
8/1/1999,1,8,1999
7/11/2006,11,7,2006
4/1/2006,1,4,2006
1/1/2005,1,1,2005
2/14/1997,14,2,1997
9/1/2001,1,9,2001
11/1/1995,1,11,1995
8/1/2004,1,8,2004
3/16/2005,16,3,2005
11/1/2006,1,11,2006
7/1/2003,1,7,2003
3/3/1999,3,3,1999
10/31/2006,31,10,2006
3/1/1987,1,3,1987
11/1/2005,1,11,2005
11/1/2005,1,11,2005
4/17/1994,17,4,1994
9/1/1987,1,9,1987
8/23/1985,23,8,1985
1/1/1995,1,1,1995
11/9/1999,9,11,1999
3/1/2006,1,3,2006
3/1/2000,1,3,2000
7/25/2006,25,7,2006
2/4/1991,4,2,1991
1/1/2002,1,1,2002
9/27/1984,27,9,1984
9/17/2006,17,9,2006
10/1/1996,1,10,1996
9/7/2004,7,9,2004
1/10/2006,10,1,2006
1/2/2007,2,1,2007
11/5/1998,5,11,1998
5/7/1998,7,5,1998
2/22/2000,22,2,2000
10/21/2004,21,10,2004
6/5/2005,5,6,2005
3/1/2004,1,3,2004
11/2/1999,2,11,1999
12/27/2004,27,12,2004
4/1/2004,1,4,2004
11/1/2006,1,11,2006
4/15/2004,15,4,2004
3/23/1998,23,3,1998
10/3/1991,3,10,1991
4/8/2002,8,4,2002
9/1/2005,1,9,2005
9/12/2006,12,9,2006
7/1/2006,1,7,2006
10/10/2000,10,10,2000
12/19/2008,19,12,2008
11/1/2001,1,11,2001
3/15/1982,15,3,1982
4/17/1997,17,4,1997
3/27/2003,27,3,2003
7/1/2006,1,7,2006
5/1/2000,1,5,2000
4/28/1994,28,4,1994
4/1/2005,1,4,2005
10/4/2005,4,10,2005
9/27/2006,27,9,2006
10/31/2000,31,10,2000
10/5/1995,5,10,1995
9/4/2003,4,9,2003
1/1/1992,1,1,1992
1/22/1990,22,1,1990
3/9/2004,9,3,2004
5/1/1991,1,5,1991
2/27/2003,27,2,2003
1/1/2007,1,1,2007
7/8/2003,8,7,2003
1/25/2005,25,1,2005
8/31/2004,31,8,2004
8/1/1983,1,8,1983
7/27/2006,27,7,2006
5/11/2001,11,5,2001
5/3/2005,3,5,2005
12/1/2001,1,12,2001
3/1/2005,1,3,2005
4/4/2000,4,4,2000
10/1/2002,1,10,2002
11/2/2004,2,11,2004
11/14/2006,14,11,2006
11/24/2000,24,11,2000
6/1/1988,1,6,1988
2/27/2007,27,2,2007
5/1/1998,1,5,1998
6/1/2005,1,6,2005
3/31/1999,31,3,1999
2/27/1998,27,2,1998
9/16/1997,16,9,1997
5/16/2006,16,5,2006
9/20/2004,20,9,2004
2/3/2005,3,2,2005
11/13/2000,13,11,2000
9/6/2005,6,9,2005
9/16/2002,16,9,2002
1/30/2007,30,1,2007
10/1/2001,1,10,2001
12/14/1993,14,12,1993
10/1/2002,1,10,2002
7/8/2003,8,7,2003
5/9/2006,9,5,2006
8/15/2005,15,8,2005
4/1/2006,1,4,2006
7/1/1992,1,7,1992
8/31/2004,31,8,2004
8/29/2006,29,8,2006
3/14/2006,14,3,2006
5/10/2005,10,5,2005
5/30/2006,30,5,2006
12/16/2002,16,12,2002
11/1/2004,1,11,2004
9/24/2004,24,9,2004
1/1/1995,1,1,1995
1/1/2005,1,1,2005
11/7/2006,7,11,2006
1/1/2004,1,1,2004
10/6/1997,6,10,1997
6/6/2006,6,6,2006
6/28/2004,28,6,2004
7/1/1992,1,7,1992
2/7/2006,7,2,2006
10/1/1994,1,10,1994
10/31/1995,31,10,1995
6/1/2000,1,6,2000
8/1/2004,1,8,2004
2/1/1994,1,2,1994
6/3/2004,3,6,2004
11/1/1987,1,11,1987
11/30/2000,30,11,2000
5/30/2006,30,5,2006
1/1/1996,1,1,1996
9/7/2000,7,9,2000
1/1/1999,1,1,1999
11/14/2000,14,11,2000
9/4/2001,4,9,2001
2/25/2005,25,2,2005
6/22/2002,22,6,2002
5/1/2001,1,5,2001
9/1/2000,1,9,2000
10/11/2004,11,10,2004
3/8/2005,8,3,2005
8/1/2003,1,8,2003
1/2/2002,2,1,2002
9/13/1996,13,9,1996
12/1/2001,1,12,2001
2/1/1997,1,2,1997
5/16/2006,16,5,2006
3/28/2006,28,3,2006
5/1/1994,1,5,1994
12/29/2006,29,12,2006
10/17/2006,17,10,2006
8/5/1994,5,8,1994
12/17/1999,17,12,1999
3/21/1999,21,3,1999
3/30/2000,30,3,2000
1/13/1994,13,1,1994
8/10/2004,10,8,2004
4/1/2005,1,4,2005
1/4/2000,4,1,2000
5/1/2000,1,5,2000
6/4/2002,4,6,2002
8/1/2002,1,8,2002
10/10/2006,10,10,2006
5/6/2003,6,5,2003
6/12/1997,12,6,1997
5/1/2001,1,5,2001
4/9/2002,9,4,2002
12/31/2001,31,12,2001
2/5/1999,5,2,1999
1/8/2002,8,1,2002
11/21/2006,21,11,2006
8/1/2005,1,8,2005
1/1/1994,1,1,1994
7/16/1992,16,7,1992
11/13/2003,13,11,2003
9/26/1985,26,9,1985
4/1/1997,1,4,1997
10/25/2005,25,10,2005
10/1/2004,1,10,2004
1/19/2004,19,1,2004
11/14/2006,14,11,2006
5/30/2006,30,5,2006
12/14/1978,14,12,1978
9/15/1995,15,9,1995
3/1/2005,1,3,2005
7/1/1992,1,7,1992
8/8/2006,8,8,2006
3/1/2005,1,3,2005
10/15/1999,15,10,1999
5/1/1997,1,5,1997
1/17/2006,17,1,2006
9/20/2005,20,9,2005
6/1/1986,1,6,1986
9/1/2006,1,9,2006
3/30/2000,30,3,2000
9/18/2003,18,9,2003
5/30/2000,30,5,2000
10/17/1995,17,10,1995
12/1/2000,1,12,2000
1/16/2007,16,1,2007
1/19/1995,19,1,1995
8/11/2002,11,8,2002
12/1/1998,1,12,1998
10/1/2004,1,10,2004
3/27/2003,27,3,2003
10/17/2000,17,10,2000
12/26/2006,26,12,2006
11/1/2005,1,11,2005
1/18/2006,18,1,2006
2/1/2001,1,2,2001
7/9/1998,9,7,1998
10/1/2006,1,10,2006
4/17/2005,17,4,2005
3/3/2005,3,3,2005
2/1/1998,1,2,1998
9/4/2006,4,9,2006
10/3/2000,3,10,2000
5/9/1986,9,5,1986
1/1/2000,1,1,2000
7/22/1996,22,7,1996
9/12/1954,12,9,1954
10/2/2003,2,10,2003
8/31/2004,31,8,2004
4/21/2005,21,4,2005
1/1/2005,1,1,2005
3/8/2004,8,3,2004
1/13/1994,13,1,1994
6/13/2000,13,6,2000
9/1/1996,1,9,1996
9/1/1991,1,9,1991
7/15/1987,15,7,1987
9/16/2002,16,9,2002
5/1/2001,1,5,2001
2/5/2007,5,2,2007
5/27/1976,27,5,1976
11/1/2000,1,11,2000
2/27/2007,27,2,2007
3/1/1996,1,3,1996
5/8/2001,8,5,2001
5/6/2004,6,5,2004
3/7/2012,7,3,2012
8/11/2003,11,8,2003
12/13/2000,13,12,2000
6/1/2005,1,6,2005
9/13/2006,13,9,2006
1/7/2004,7,1,2004
4/1/2007,1,4,2007
7/1/2010,1,7,2010
3/25/2003,25,3,2003
10/9/1998,9,10,1998
4/8/1997,8,4,1997
5/1/1984,1,5,1984
9/30/1976,30,9,1976
6/28/1994,28,6,1994
8/1/1990,1,8,1990
6/1/1993,1,6,1993
10/27/2003,27,10,2003
6/26/2003,26,6,2003
8/31/2000,31,8,2000
12/12/2006,12,12,2006
4/30/2002,30,4,2002
5/2/2006,2,5,2006
11/15/1998,15,11,1998
6/16/2003,16,6,2003
2/12/1958,12,2,1958
5/15/2006,15,5,2006
10/1/2005,1,10,2005
5/15/2000,15,5,2000
2/28/1990,28,2,1990
1/4/2005,4,1,2005
4/22/2003,22,4,2003
3/28/2006,28,3,2006
8/8/2006,8,8,2006
6/1/1993,1,6,1993
2/7/2006,7,2,2006
1/6/2005,6,1,2005
9/3/2004,3,9,2004
6/1/2005,1,6,2005
4/24/2003,24,4,2003
6/1/1986,1,6,1986
7/1/2003,1,7,2003
6/1/1999,1,6,1999
7/1/2007,1,7,2007
7/17/2000,17,7,2000
10/6/2009,6,10,2009
1/31/2007,31,1,2007
3/2/2004,2,3,2004
7/28/2005,28,7,2005
7/1/1984,1,7,1984
10/1/2001,1,10,2001
1/19/1999,19,1,1999
2/18/2002,18,2,2002
3/25/2003,25,3,2003
9/28/2000,28,9,2000
7/1/2003,1,7,2003
7/20/2001,20,7,2001
4/24/1993,24,4,1993
3/1/2004,1,3,2004
3/1/2002,1,3,2002
6/18/1989,18,6,1989
9/3/1998,3,9,1998
5/1/2002,1,5,2002
7/1/2001,1,7,2001
1/1/1991,1,1,1991
8/4/1987,4,8,1987
6/17/1978,17,6,1978
3/1/2001,1,3,2001
11/8/2005,8,11,2005
11/5/2007,5,11,2007
5/4/2006,4,5,2006
7/5/2005,5,7,2005
4/26/2000,26,4,2000
6/1/2006,1,6,2006
11/30/2004,30,11,2004
11/20/2003,20,11,2003
4/9/1998,9,4,1998
11/3/2006,3,11,2006
9/14/2005,14,9,2005
10/4/2006,4,10,2006
6/1/2005,1,6,2005
5/4/1998,4,5,1998
4/17/1992,17,4,1992
8/20/2001,20,8,2001
8/30/2005,30,8,2005
3/1/1990,1,3,1990
4/1/2004,1,4,2004
9/18/2007,18,9,2007
12/4/2001,4,12,2001
5/10/1999,10,5,1999
7/17/2001,17,7,2001
10/1/2004,1,10,2004
9/27/1979,27,9,1979
4/1/2002,1,4,2002
4/27/2004,27,4,2004
3/24/1971,24,3,1971
2/4/2004,4,2,2004
11/7/2005,7,11,2005
1/10/2000,10,1,2000
1/13/1989,13,1,1989
12/18/2007,18,12,2007
6/11/2002,11,6,2002
11/1/1995,1,11,1995
1/30/2007,30,1,2007
1/14/1997,14,1,1997
12/1/2009,1,12,2009
12/15/1992,15,12,1992
8/29/1998,29,8,1998
6/1/1995,1,6,1995
8/21/2002,21,8,2002
12/3/2005,3,12,2005
8/4/2003,4,8,2003
7/9/2003,9,7,2003
3/21/2006,21,3,2006
5/1/2004,1,5,2004
9/1/1998,1,9,1998
11/1/2006,1,11,2006
10/8/1991,8,10,1991
7/25/2006,25,7,2006
5/13/1990,13,5,1990
8/1/1998,1,8,1998
10/23/2002,23,10,2002
7/26/2005,26,7,2005
5/1/1987,1,5,1987
11/1/2002,1,11,2002
2/17/2007,17,2,2007
2/26/2002,26,2,2002
8/1/2002,1,8,2002
4/1/2007,1,4,2007
5/9/1997,9,5,1997
9/24/2006,24,9,2006
8/3/2000,3,8,2000
10/1/2006,1,10,2006
5/1/2005,1,5,2005
8/26/2003,26,8,2003
4/21/2006,21,4,2006
1/10/2006,10,1,2006
10/19/2003,19,10,2003
7/17/1989,17,7,1989
3/1/1992,1,3,1992
11/13/1988,13,11,1988
4/1/2000,1,4,2000
10/8/2003,8,10,2003
9/5/2006,5,9,2006
6/28/2001,28,6,2001
1/1/1998,1,1,1998
5/1/1984,1,5,1984
7/10/2001,10,7,2001
2/1/1999,1,2,1999
2/17/2006,17,2,2006
5/29/1998,29,5,1998
10/7/2004,7,10,2004
8/9/1994,9,8,1994
7/25/2004,25,7,2004
2/10/2006,10,2,2006
11/1/1987,1,11,1987
8/8/2005,8,8,2005
1/2/2001,2,1,2001
10/17/2004,17,10,2004
9/26/2006,26,9,2006
6/8/2004,8,6,2004
7/26/1991,26,7,1991
9/26/2006,26,9,2006
10/25/2002,25,10,2002
11/7/2006,7,11,2006
3/1/2006,1,3,2006
11/15/2003,15,11,2003
6/16/1995,16,6,1995
10/15/1986,15,10,1986
4/1/2005,1,4,2005
7/6/2004,6,7,2004
9/25/2007,25,9,2007
3/4/2003,4,3,2003
6/28/2002,28,6,2002
1/9/2007,9,1,2007
2/28/2006,28,2,2006
4/20/2001,20,4,2001
10/1/1995,1,10,1995
6/1/2004,1,6,2004
1/1/1993,1,1,1993
7/1/1981,1,7,1981
10/1/2006,1,10,2006
7/1/1992,1,7,1992
6/3/2004,3,6,2004
10/1/1998,1,10,1998
5/24/2005,24,5,2005
9/6/2006,6,9,2006
5/17/2002,17,5,2002
10/1/2002,1,10,2002
9/8/1992,8,9,1992
7/6/2006,6,7,2006
3/1/2000,1,3,2000
4/20/1996,20,4,1996
10/9/2006,9,10,2006
3/1/1986,1,3,1986
2/4/2003,4,2,2003
7/2/2001,2,7,2001
7/1/2003,1,7,2003
8/17/2004,17,8,2004
2/10/1995,10,2,1995
4/24/1995,24,4,1995
9/1/1992,1,9,1992
12/30/2003,30,12,2003
10/8/2002,8,10,2002
2/21/1995,21,2,1995
10/17/2006,17,10,2006
6/1/2005,1,6,2005
2/1/2004,1,2,2004
9/14/2002,14,9,2002
7/1/2003,1,7,2003
8/1/2000,1,8,2000
7/6/1999,6,7,1999
10/17/2006,17,10,2006
11/18/1976,18,11,1976
12/1/2003,1,12,2003
9/9/2003,9,9,2003
9/1/2004,1,9,2004
8/2/1996,2,8,1996
3/10/2004,10,3,2004
4/15/2003,15,4,2003
10/28/1976,28,10,1976
10/1/1996,1,10,1996
10/4/2005,4,10,2005
1/10/2008,10,1,2008
10/23/2002,23,10,2002
2/1/1979,1,2,1979
5/31/1995,31,5,1995
10/31/1986,31,10,1986
12/26/2006,26,12,2006
11/25/2003,25,11,2003
10/4/2005,4,10,2005
10/23/1989,23,10,1989
9/1/2001,1,9,2001
4/4/2000,4,4,2000
5/15/1979,15,5,1979
1/25/2000,25,1,2000
12/14/2006,14,12,2006
3/1/2008,1,3,2008
10/28/2004,28,10,2004
1/28/1997,28,1,1997
7/25/2004,25,7,2004
4/1/2004,1,4,2004
2/7/2006,7,2,2006
1/24/2006,24,1,2006
3/15/1987,15,3,1987
2/3/2002,3,2,2002
4/15/1987,15,4,1987
12/1/1995,1,12,1995
9/1/2001,1,9,2001
12/31/1998,31,12,1998
6/24/2003,24,6,2003
3/23/2005,23,3,2005
9/1/2006,1,9,2006
11/30/2000,30,11,2000
1/2/2001,2,1,2001
10/14/2003,14,10,2003
5/1/2002,1,5,2002
4/1/2003,1,4,2003
11/8/1984,8,11,1984
10/31/1994,31,10,1994
12/2/2005,2,12,2005
7/27/2004,27,7,2004
2/1/2003,1,2,2003
4/23/2003,23,4,2003
2/12/1961,12,2,1961
12/31/2002,31,12,2002
1/3/2002,3,1,2002
4/5/1998,5,4,1998
11/1/2006,1,11,2006
1/23/2007,23,1,2007
5/15/1992,15,5,1992
9/3/2002,3,9,2002
6/15/1991,15,6,1991
2/6/1996,6,2,1996
6/2/2005,2,6,2005
7/5/2000,5,7,2000
10/1/2006,1,10,2006
10/28/1999,28,10,1999
1/8/1992,8,1,1992
2/24/1994,24,2,1994
1/30/1999,30,1,1999
6/1/1994,1,6,1994
11/19/1998,19,11,1998
6/15/1995,15,6,1995
4/5/2005,5,4,2005
11/1/2005,1,11,2005
7/9/2002,9,7,2002
9/1/2001,1,9,2001
7/30/2008,30,7,2008
3/26/1993,26,3,1993
10/14/2004,14,10,2004
6/15/1995,15,6,1995
8/1/2006,1,8,2006
12/1/2002,1,12,2002
7/1/1998,1,7,1998
9/11/2000,11,9,2000
1/19/2006,19,1,2006
9/6/1994,6,9,1994
2/17/2007,17,2,2007
8/29/2006,29,8,2006
1/9/2007,9,1,2007
5/13/2002,13,5,2002
4/2/2002,2,4,2002
8/1/2006,1,8,2006
5/18/1949,18,5,1949
10/23/2006,23,10,2006
11/1/2005,1,11,2005
3/24/2000,24,3,2000
8/8/2000,8,8,2000
11/5/2002,5,11,2002
8/20/2002,20,8,2002
7/1/1993,1,7,1993
6/23/2006,23,6,2006
11/12/1989,12,11,1989
6/6/1997,6,6,1997
10/25/2005,25,10,2005
6/1/2001,1,6,2001
6/15/2004,15,6,2004
5/15/1995,15,5,1995
9/5/2000,5,9,2000
8/17/1996,17,8,1996
4/27/1993,27,4,1993
11/26/1987,26,11,1987
9/28/1996,28,9,1996
10/19/1999,19,10,1999
3/2/2004,2,3,2004
4/25/1995,25,4,1995
4/24/2007,24,4,2007
4/1/2004,1,4,2004
12/3/2002,3,12,2002
4/21/2009,21,4,2009
9/9/2003,9,9,2003
5/15/1995,15,5,1995
10/31/2000,31,10,2000
9/4/2001,4,9,2001
6/27/2006,27,6,2006
3/5/1998,5,3,1998
10/18/1996,18,10,1996
5/3/2005,3,5,2005
10/21/2004,21,10,2004
6/1/2005,1,6,2005
9/7/2004,7,9,2004
9/19/2006,19,9,2006
2/4/2003,4,2,2003
11/4/2003,4,11,2003
8/29/2006,29,8,2006
9/9/2003,9,9,2003
5/23/2006,23,5,2006
8/1/2002,1,8,2002
4/1/2006,1,4,2006
10/25/2005,25,10,2005
10/1/1989,1,10,1989
9/13/2005,13,9,2005
11/1/2003,1,11,2003
11/13/2006,13,11,2006
8/10/2004,10,8,2004
1/31/2006,31,1,2006
6/8/2004,8,6,2004
10/30/1992,30,10,1992
4/12/2005,12,4,2005
9/14/2004,14,9,2004
10/8/2003,8,10,2003
8/29/2000,29,8,2000
12/22/1999,22,12,1999
5/5/2005,5,5,2005
7/15/2003,15,7,2003
9/1/2006,1,9,2006
9/27/2005,27,9,2005
8/1/2006,1,8,2006
4/21/2001,21,4,2001
7/12/2000,12,7,2000
1/1/1993,1,1,1993
5/11/1998,11,5,1998
1/1/1984,1,1,1984
5/2/2006,2,5,2006
9/30/2003,30,9,2003
9/1/2007,1,9,2007
10/1/1980,1,10,1980
6/1/1991,1,6,1991
3/1/2005,1,3,2005
5/24/2006,24,5,2006
3/5/2007,5,3,2007
9/1/2006,1,9,2006
12/3/2002,3,12,2002
7/14/2003,14,7,2003
3/4/2004,4,3,2004
10/17/2006,17,10,2006
2/4/2004,4,2,2004
11/28/2006,28,11,2006
10/1/2009,1,10,2009
4/1/2003,1,4,2003
11/25/2004,25,11,2004
8/1/2005,1,8,2005
3/2/2004,2,3,2004
5/5/2005,5,5,2005
10/1/1991,1,10,1991
5/31/1995,31,5,1995
10/8/1999,8,10,1999
7/5/2006,5,7,2006
12/1/2006,1,12,2006
3/1/1999,1,3,1999
10/31/2006,31,10,2006
7/12/1979,12,7,1979
12/6/2001,6,12,2001
8/1/2005,1,8,2005
6/27/2006,27,6,2006
1/30/2007,30,1,2007
11/4/2002,4,11,2002
9/26/2005,26,9,2005
8/22/2006,22,8,2006
9/12/1985,12,9,1985
11/22/2006,22,11,2006
4/15/1997,15,4,1997
9/30/2004,30,9,2004
6/1/1999,1,6,1999
10/15/2005,15,10,2005
6/1/1999,1,6,1999
10/1/1995,1,10,1995
11/29/2005,29,11,2005
2/1/2010,1,2,2010
8/15/2001,15,8,2001
2/13/2001,13,2,2001
12/7/2004,7,12,2004
10/31/2006,31,10,2006
9/1/2006,1,9,2006
8/22/1995,22,8,1995
2/1/2005,1,2,2005
5/22/1998,22,5,1998
3/20/2007,20,3,2007
1/22/2002,22,1,2002
2/1/1963,1,2,1963
3/28/2006,28,3,2006
6/29/2004,29,6,2004
9/1/2001,1,9,2001
9/1/1994,1,9,1994
4/1/1993,1,4,1993
9/3/1991,3,9,1991
3/1/1996,1,3,1996
4/17/2007,17,4,2007
7/22/2009,22,7,2009
6/26/1980,26,6,1980
9/12/2006,12,9,2006
10/10/2000,10,10,2000
10/28/2003,28,10,2003
8/22/2006,22,8,2006
5/17/2006,17,5,2006
9/21/2006,21,9,2006
8/1/2000,1,8,2000
10/1/1995,1,10,1995
10/17/2002,17,10,2002
1/3/2006,3,1,2006
5/31/2001,31,5,2001
4/24/1998,24,4,1998
12/31/2002,31,12,2002
4/1/2001,1,4,2001
6/15/2001,15,6,2001
2/8/2002,8,2,2002
9/2/1997,2,9,1997
8/17/2004,17,8,2004
11/12/2002,12,11,2002
10/31/2001,31,10,2001
12/26/2006,26,12,2006
6/27/2006,27,6,2006
5/13/2002,13,5,2002
9/6/2005,6,9,2005
10/4/1985,4,10,1985
7/3/2003,3,7,2003
7/1/2005,1,7,2005
11/4/2002,4,11,2002
5/17/2006,17,5,2006
4/1/1994,1,4,1994
2/21/2003,21,2,2003
5/18/2004,18,5,2004
9/25/2006,25,9,2006
3/31/2010,31,3,2010
9/17/1996,17,9,1996
4/30/2003,30,4,2003
7/25/2004,25,7,2004
